,file_name_data,vocal_label,gender_label,type_of_data_label,gender_label_transformed,vocal_label_mapped
1266,e/m9_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
1267,e/f8_arpeggios_breathy_e,e,f,arpeggios,1.0,1
1268,e/f7_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
1269,e/f1_long_inhaled_e,e,f,long,1.0,1
1270,e/m9_long_trillo_e,e,m,long,0.0,1
1271,e/m5_long_messa_e,e,m,long,0.0,1
1272,e/f1_long_trill_e,e,f,long,1.0,1
1273,e/f2_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
1274,e/f8_long_inhaled_e,e,f,long,1.0,1
1275,e/m8_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1276,e/f9_arpeggios_breathy_e,e,f,arpeggios,1.0,1
1277,e/f3_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
1278,e/m9_long_trill_e,e,m,long,0.0,1
1279,e/f6_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
1280,e/m3_scales_breathy_e,e,m,scales,0.0,1
1281,e/f1_arpeggios_breathy_e,e,f,arpeggios,1.0,1
1282,e/f5_scales_straight_e,e,f,scales,1.0,1
1283,e/m6_scales_c_fast_forte_e,e,m,scales,0.0,1
1284,e/f3_long_messa_e,e,f,long,1.0,1
1285,e/f1_long_messa_e,e,f,long,1.0,1
1286,e/m10_long_inhaled_e,e,m,long,0.0,1
1287,e/f2_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
1288,e/m5_long_trillo_e,e,m,long,0.0,1
1289,e/f4_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
1290,e/m1_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
1291,e/m3_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
1292,e/f3_long_pp_e,e,f,long,1.0,1
1293,e/f5_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
1294,e/f4_scales_breathy_e,e,f,scales,1.0,1
1295,e/m11_long_inhaled_e,e,m,long,0.0,1
1296,e/m8_scales_vocal_fry_e,e,m,scales,0.0,1
1297,e/m6_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1298,e/f2_long_inhaled_e,e,f,long,1.0,1
1299,e/m9_arpeggios_breathy_e,e,m,arpeggios,0.0,1
1300,e/m5_long_pp_e,e,m,long,0.0,1
1301,e/f9_long_trillo_e,e,f,long,1.0,1
1302,e/m11_long_messa_e,e,m,long,0.0,1
1303,e/m9_scales_breathy_e,e,m,scales,0.0,1
1304,e/f4_arpeggios_c_fast_piano_e,e,f,arpeggios,1.0,1
1305,e/f6_long_forte_e,e,f,long,1.0,1
1306,e/m1_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1307,e/m4_arpeggios_belt_e,e,m,arpeggios,0.0,1
1308,e/m9_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
1309,e/m1_scales_vibrato_e,e,m,scales,0.0,1
1310,e/m8_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
1311,e/m11_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
1312,e/f9_long_pp_e,e,f,long,1.0,1
1313,e/m9_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1314,e/m3_long_messa_e,e,m,long,0.0,1
1315,e/m7_scales_c_fast_piano_e,e,m,scales,0.0,1
1316,e/f4_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
1317,e/m10_long_forte_e,e,m,long,0.0,1
1318,e/m6_scales_vocal_fry_e,e,m,scales,0.0,1
1319,e/f1_scales_c_slow_piano_e,e,f,scales,1.0,1
1320,e/f2_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
1321,e/m2_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1322,e/f1_scales_vibrato_e,e,f,scales,1.0,1
1323,e/f1_scales_c_fast_forte_e,e,f,scales,1.0,1
1324,e/m4_scales_f_slow_piano_e,e,m,scales,0.0,1
1325,e/m6_arpeggios_straight_e,e,m,arpeggios,0.0,1
1326,e/f3_long_trillo_e,e,f,long,1.0,1
1327,e/f8_scales_f_slow_forte_e,e,f,scales,1.0,1
1328,e/f7_scales_c_slow_forte_e,e,f,scales,1.0,1
1329,e/m9_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
1330,e/m11_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
1331,e/m2_scales_breathy_e,e,m,scales,0.0,1
1332,e/m8_scales_vibrato_e,e,m,scales,0.0,1
1333,e/f6_scales_f_slow_piano_e,e,f,scales,1.0,1
1334,e/f7_scales_breathy_e,e,f,scales,1.0,1
1335,e/f8_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
1336,e/m10_long_trill_e,e,m,long,0.0,1
1337,e/m1_scales_f_slow_forte_e,e,m,scales,0.0,1
1338,e/f6_long_messa_e,e,f,long,1.0,1
1339,e/m11_scales_vibrato_e,e,m,scales,0.0,1
1340,e/f8_scales_vibrato_e,e,f,scales,1.0,1
1341,e/m3_scales_straight_e,e,m,scales,0.0,1
1342,e/m4_long_trillo_e,e,m,long,0.0,1
1343,e/m2_scales_f_slow_piano_e,e,m,scales,0.0,1
1344,e/m2_scales_c_fast_forte_e,e,m,scales,0.0,1
1345,e/m10_long_messa_e,e,m,long,0.0,1
1346,e/m5_arpeggios_breathy_e,e,m,arpeggios,0.0,1
1347,e/f6_scales_c_slow_forte_e,e,f,scales,1.0,1
1348,e/f9_long_straight_e,e,f,long,1.0,1
1349,e/m4_scales_f_fast_piano_e,e,m,scales,0.0,1
1350,e/f4_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
1351,e/m3_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1352,e/m2_long_pp_e,e,m,long,0.0,1
1353,e/m6_long_straight_e,e,m,long,0.0,1
1354,e/m2_scales_c_fast_piano_e,e,m,scales,0.0,1
1355,e/f7_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
1356,e/m8_scales_f_fast_piano_e,e,m,scales,0.0,1
1357,e/m1_arpeggios_breathy_e,e,m,arpeggios,0.0,1
1358,e/m5_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1359,e/f9_long_messa_e,e,f,long,1.0,1
1360,e/f1_scales_f_slow_piano_e,e,f,scales,1.0,1
1361,e/f3_long_straight_e,e,f,long,1.0,1
1362,e/f5_long_straight_e,e,f,long,1.0,1
1363,e/f5_scales_c_fast_forte_e,e,f,scales,1.0,1
1364,e/m9_arpeggios_belt_e,e,m,arpeggios,0.0,1
1365,e/f3_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
1366,e/m7_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1367,e/f7_scales_f_slow_piano_e,e,f,scales,1.0,1
1368,e/m9_scales_c_slow_forte_e,e,m,scales,0.0,1
1369,e/m2_arpeggios_breathy_e,e,m,arpeggios,0.0,1
1370,e/m5_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
1371,e/f2_long_messa_e,e,f,long,1.0,1
1372,e/m11_scales_c_slow_forte_e,e,m,scales,0.0,1
1373,e/m9_scales_f_fast_piano_e,e,m,scales,0.0,1
1374,e/m3_scales_lip_trill_e,e,m,scales,0.0,1
1375,e/m7_scales_belt_e,e,m,scales,0.0,1
1376,e/f6_scales_breathy_e,e,f,scales,1.0,1
1377,e/m7_arpeggios_straight_e,e,m,arpeggios,0.0,1
1378,e/m10_scales_vibrato_e,e,m,scales,0.0,1
1379,e/m2_arpeggios_straight_e,e,m,arpeggios,0.0,1
1380,e/f1_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
1381,e/m5_long_straight_e,e,m,long,0.0,1
1382,e/m7_scales_c_slow_forte_e,e,m,scales,0.0,1
1383,i/f5_scales_f_fast_piano_i,i,f,scales,1.0,2
1384,i/f1_scales_c_fast_forte_i,i,f,scales,1.0,2
1385,i/m11_long_pp_i,i,m,long,0.0,2
1386,i/m6_scales_breathy_i,i,m,scales,0.0,2
1387,i/f8_long_inhaled_i,i,f,long,1.0,2
1388,i/f5_arpeggios_c_fast_forte_i,i,f,arpeggios,1.0,2
1389,i/m10_scales_belt_i,i,m,scales,0.0,2
1390,i/m7_arpeggios_straight_i,i,m,arpeggios,0.0,2
1391,i/f1_scales_breathy_i,i,f,scales,1.0,2
1392,i/m9_arpeggios_f_fast_forte_i,i,m,arpeggios,0.0,2
1393,i/f4_scales_c_slow_forte_i,i,f,scales,1.0,2
1394,i/m5_long_forte_i,i,m,long,0.0,2
1395,i/m6_long_trillo_i,i,m,long,0.0,2
1396,i/m5_scales_straight_i,i,m,scales,0.0,2
1397,i/f7_long_straight_i,i,f,long,1.0,2
1398,i/m8_arpeggios_straight_i,i,m,arpeggios,0.0,2
1399,i/f7_arpeggios_c_fast_piano_i,i,f,arpeggios,1.0,2
1400,i/m7_arpeggios_f_fast_forte_i,i,m,arpeggios,0.0,2
1401,i/m8_long_trillo_i,i,m,long,0.0,2
1402,i/f7_arpeggios_c_slow_forte_i,i,f,arpeggios,1.0,2
1403,i/m7_long_trillo_i,i,m,long,0.0,2
1404,i/f9_long_trillo_i,i,f,long,1.0,2
1405,i/m10_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1406,i/m3_scales_f_slow_piano_i,i,m,scales,0.0,2
1407,i/m9_long_forte_i,i,m,long,0.0,2
1408,i/f9_scales_f_fast_forte_i,i,f,scales,1.0,2
1409,i/m5_arpeggios_c_fast_forte_i,i,m,arpeggios,0.0,2
1410,i/f7_arpeggios_f_slow_piano_i,i,f,arpeggios,1.0,2
1411,i/m3_long_trill_i,i,m,long,0.0,2
1412,i/f3_scales_c_slow_piano_i,i,f,scales,1.0,2
1413,i/m11_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1414,i/f5_scales_f_slow_piano_i,i,f,scales,1.0,2
1415,i/m5_scales_breathy_i,i,m,scales,0.0,2
1416,i/f3_scales_c_slow_forte_i,i,f,scales,1.0,2
1417,i/m11_arpeggios_f_fast_piano_i,i,m,arpeggios,0.0,2
1418,i/m7_long_pp_i,i,m,long,0.0,2
1419,i/f7_scales_vibrato_i,i,f,scales,1.0,2
1420,i/f5_long_trillo_i,i,f,long,1.0,2
1421,i/m11_scales_belt_i,i,m,scales,0.0,2
1422,i/m8_scales_lip_trill_i,i,m,scales,0.0,2
1423,i/m4_scales_c_slow_forte_i,i,m,scales,0.0,2
1424,i/m2_scales_vibrato_i,i,m,scales,0.0,2
1425,i/m7_scales_f_slow_piano_i,i,m,scales,0.0,2
1426,i/m3_arpeggios_f_slow_forte_i,i,m,arpeggios,0.0,2
1427,i/m8_scales_c_fast_forte_i,i,m,scales,0.0,2
1428,i/m1_scales_belt_i,i,m,scales,0.0,2
1429,i/m7_arpeggios_lip_trill_i,i,m,arpeggios,0.0,2
1430,i/f1_arpeggios_c_slow_forte_i,i,f,arpeggios,1.0,2
1431,i/f2_long_pp_i,i,f,long,1.0,2
1432,i/m9_scales_belt_i,i,m,scales,0.0,2
1433,i/f6_scales_f_fast_piano_i,i,f,scales,1.0,2
1434,i/f8_arpeggios_c_slow_piano_i,i,f,arpeggios,1.0,2
1435,i/m3_scales_c_fast_piano_i,i,m,scales,0.0,2
1436,i/f1_long_pp_i,i,f,long,1.0,2
1437,i/m6_arpeggios_f_fast_forte_i,i,m,arpeggios,0.0,2
1438,i/m2_scales_lip_trill_i,i,m,scales,0.0,2
1439,i/m3_scales_c_fast_forte_i,i,m,scales,0.0,2
1440,i/m2_scales_c_slow_piano_i,i,m,scales,0.0,2
1441,i/f8_scales_f_slow_forte_i,i,f,scales,1.0,2
1442,i/f8_arpeggios_f_fast_piano_i,i,f,arpeggios,1.0,2
1443,i/f5_arpeggios_c_slow_forte_i,i,f,arpeggios,1.0,2
1444,i/f3_scales_c_fast_forte_i,i,f,scales,1.0,2
1445,i/m5_arpeggios_f_slow_forte_i,i,m,arpeggios,0.0,2
1446,i/f4_scales_breathy_i,i,f,scales,1.0,2
1447,i/m10_scales_f_fast_forte_i,i,m,scales,0.0,2
1448,i/m4_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1449,i/f9_arpeggios_f_fast_piano_i,i,f,arpeggios,1.0,2
1450,i/m5_scales_c_slow_forte_i,i,m,scales,0.0,2
1451,i/m4_arpeggios_belt_i,i,m,arpeggios,0.0,2
1452,i/f1_scales_vocal_fry_i,i,f,scales,1.0,2
1453,i/f7_arpeggios_breathy_i,i,f,arpeggios,1.0,2
1454,i/f3_arpeggios_f_slow_forte_i,i,f,arpeggios,1.0,2
1455,i/m9_scales_f_fast_piano_i,i,m,scales,0.0,2
1456,i/f7_arpeggios_vocal_fry_i,i,f,arpeggios,1.0,2
1457,i/f7_arpeggios_f_slow_forte_i,i,f,arpeggios,1.0,2
1458,i/m8_scales_belt_i,i,m,scales,0.0,2
1459,i/f9_scales_lip_trill_i,i,f,scales,1.0,2
1460,i/f9_long_straight_i,i,f,long,1.0,2
1461,i/m4_long_straight_i,i,m,long,0.0,2
1462,i/f5_scales_breathy_i,i,f,scales,1.0,2
1463,i/f3_arpeggios_vocal_fry_i,i,f,arpeggios,1.0,2
1464,i/f8_scales_breathy_i,i,f,scales,1.0,2
1465,i/m9_scales_f_slow_piano_i,i,m,scales,0.0,2
1466,i/f4_scales_vocal_fry_i,i,f,scales,1.0,2
1467,i/m1_scales_c_slow_piano_i,i,m,scales,0.0,2
1468,i/f6_long_forte_i,i,f,long,1.0,2
1469,i/f1_long_messa_i,i,f,long,1.0,2
1470,i/f8_arpeggios_c_fast_forte_i,i,f,arpeggios,1.0,2
1471,i/f9_long_forte_i,i,f,long,1.0,2
1472,i/m9_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1473,i/m11_scales_vocal_fry_i,i,m,scales,0.0,2
1474,i/f1_arpeggios_f_slow_piano_i,i,f,arpeggios,1.0,2
1475,i/f4_long_forte_i,i,f,long,1.0,2
1476,i/f2_scales_c_slow_piano_i,i,f,scales,1.0,2
1477,i/m6_arpeggios_c_slow_piano_i,i,m,arpeggios,0.0,2
1478,i/m10_scales_c_slow_forte_i,i,m,scales,0.0,2
1479,i/m1_arpeggios_f_slow_forte_i,i,m,arpeggios,0.0,2
1480,i/f3_arpeggios_breathy_i,i,f,arpeggios,1.0,2
1481,i/m6_scales_vibrato_i,i,m,scales,0.0,2
1482,i/f2_scales_f_fast_forte_i,i,f,scales,1.0,2
1483,i/f5_long_forte_i,i,f,long,1.0,2
1484,i/m10_scales_c_fast_forte_i,i,m,scales,0.0,2
1485,i/f3_scales_lip_trill_i,i,f,scales,1.0,2
1486,i/f4_arpeggios_c_slow_forte_i,i,f,arpeggios,1.0,2
1487,i/m3_arpeggios_vibrato_i,i,m,arpeggios,0.0,2
1488,i/m3_scales_breathy_i,i,m,scales,0.0,2
1489,i/m4_scales_straight_i,i,m,scales,0.0,2
1490,i/f3_arpeggios_f_fast_piano_i,i,f,arpeggios,1.0,2
1491,i/f7_scales_c_fast_piano_i,i,f,scales,1.0,2
1492,i/m8_arpeggios_f_fast_forte_i,i,m,arpeggios,0.0,2
1493,i/f3_long_pp_i,i,f,long,1.0,2
1494,i/m3_arpeggios_vocal_fry_i,i,m,arpeggios,0.0,2
1495,i/m10_arpeggios_vibrato_i,i,m,arpeggios,0.0,2
1496,i/f3_arpeggios_vibrato_i,i,f,arpeggios,1.0,2
1497,i/m7_arpeggios_f_slow_piano_i,i,m,arpeggios,0.0,2
1498,i/m5_scales_c_fast_forte_i,i,m,scales,0.0,2
1499,i/f8_long_trillo_i,i,f,long,1.0,2
1500,i/f3_scales_f_slow_forte_i,i,f,scales,1.0,2
1501,i/m1_scales_c_fast_piano_i,i,m,scales,0.0,2
1502,i/m3_arpeggios_belt_i,i,m,arpeggios,0.0,2
1503,i/f9_long_messa_i,i,f,long,1.0,2
1504,i/m4_scales_c_fast_forte_i,i,m,scales,0.0,2
1505,i/f4_scales_c_fast_piano_i,i,f,scales,1.0,2
1506,i/m9_scales_f_slow_forte_i,i,m,scales,0.0,2
1507,i/f6_arpeggios_f_fast_forte_i,i,f,arpeggios,1.0,2
1508,i/m2_scales_c_fast_piano_i,i,m,scales,0.0,2
1509,i/m2_scales_f_fast_piano_i,i,m,scales,0.0,2
1510,i/f5_arpeggios_belt_i,i,f,arpeggios,1.0,2
1511,i/m7_arpeggios_vibrato_i,i,m,arpeggios,0.0,2
1512,i/m1_arpeggios_c_fast_forte_i,i,m,arpeggios,0.0,2
1513,i/f6_arpeggios_lip_trill_i,i,f,arpeggios,1.0,2
1514,i/f8_long_pp_i,i,f,long,1.0,2
1515,i/m5_scales_belt_i,i,m,scales,0.0,2
1516,i/m3_long_messa_i,i,m,long,0.0,2
1517,i/f1_arpeggios_c_fast_piano_i,i,f,arpeggios,1.0,2
1518,i/m4_arpeggios_c_fast_forte_i,i,m,arpeggios,0.0,2
1519,i/f4_arpeggios_f_fast_piano_i,i,f,arpeggios,1.0,2
1520,i/f4_scales_c_fast_forte_i,i,f,scales,1.0,2
1521,i/f6_arpeggios_f_fast_piano_i,i,f,arpeggios,1.0,2
1522,i/f2_scales_lip_trill_i,i,f,scales,1.0,2
1523,i/m9_arpeggios_vocal_fry_i,i,m,arpeggios,0.0,2
1524,i/m9_arpeggios_c_slow_piano_i,i,m,arpeggios,0.0,2
1525,i/m5_arpeggios_f_fast_forte_i,i,m,arpeggios,0.0,2
1526,i/f2_long_straight_i,i,f,long,1.0,2
1527,i/m4_long_messa_i,i,m,long,0.0,2
1528,i/m10_long_forte_i,i,m,long,0.0,2
1529,i/f2_scales_f_slow_forte_i,i,f,scales,1.0,2
1530,i/f7_long_messa_i,i,f,long,1.0,2
1531,i/m9_scales_vocal_fry_i,i,m,scales,0.0,2
1532,i/f9_arpeggios_vocal_fry_i,i,f,arpeggios,1.0,2
1533,i/f1_arpeggios_vibrato_i,i,f,arpeggios,1.0,2
1534,i/m3_long_trillo_i,i,m,long,0.0,2
1535,i/f6_arpeggios_belt_1_i,i,f,arpeggios,1.0,2
1536,i/f1_arpeggios_vocal_fry_i,i,f,arpeggios,1.0,2
1537,i/m11_scales_c_fast_piano_i,i,m,scales,0.0,2
1538,i/f6_arpeggios_vibrato_i,i,f,arpeggios,1.0,2
1539,i/m11_arpeggios_straight_i,i,m,arpeggios,0.0,2
1540,i/f3_long_inhaled_i,i,f,long,1.0,2
1541,i/m9_long_trill_i,i,m,long,0.0,2
1542,i/m7_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1543,i/f6_long_messa_i,i,f,long,1.0,2
1545,i/f6_scales_c_slow_piano_i,i,f,scales,1.0,2
1546,i/f7_long_inhaled_i,i,f,long,1.0,2
1547,i/m1_arpeggios_lip_trill_i,i,m,arpeggios,0.0,2
1548,i/m5_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1549,i/m5_scales_lip_trill_i,i,m,scales,0.0,2
1550,i/f1_scales_lip_trill_i,i,f,scales,1.0,2
1551,i/f1_scales_c_fast_piano_i,i,f,scales,1.0,2
1552,i/f3_scales_vocal_fry_i,i,f,scales,1.0,2
1553,i/m11_scales_f_fast_forte_i,i,m,scales,0.0,2
1554,i/m7_scales_vocal_fry_i,i,m,scales,0.0,2
1555,i/f8_scales_vocal_fry_i,i,f,scales,1.0,2
1556,i/m1_long_pp_i,i,m,long,0.0,2
1557,i/m9_long_inhaled_i,i,m,long,0.0,2
1558,i/m11_long_messa_i,i,m,long,0.0,2
1559,i/m6_arpeggios_vibrato_i,i,m,arpeggios,0.0,2
1560,i/m8_scales_f_slow_piano_i,i,m,scales,0.0,2
1561,i/m1_scales_f_slow_piano_i,i,m,scales,0.0,2
1562,i/m6_long_pp_i,i,m,long,0.0,2
1563,i/m3_scales_lip_trill_i,i,m,scales,0.0,2
1564,i/f7_arpeggios_c_slow_piano_i,i,f,arpeggios,1.0,2
1565,i/f9_scales_f_slow_forte_i,i,f,scales,1.0,2
1566,i/m8_arpeggios_c_slow_forte_i,i,m,arpeggios,0.0,2
1567,i/f2_scales_f_slow_piano_i,i,f,scales,1.0,2
1568,i/f1_arpeggios_breathy_i,i,f,arpeggios,1.0,2
1569,i/m3_long_forte_i,i,m,long,0.0,2
1570,i/m10_scales_c_slow_piano_i,i,m,scales,0.0,2
1571,i/f1_scales_c_slow_forte_i,i,f,scales,1.0,2
1572,i/m4_arpeggios_f_fast_forte_i,i,m,arpeggios,0.0,2
1573,i/f6_arpeggios_belt_2_i,i,f,arpeggios,1.0,2
1574,i/m1_long_trill_i,i,m,long,0.0,2
1575,i/m8_arpeggios_f_fast_piano_i,i,m,arpeggios,0.0,2
1576,i/m3_scales_f_slow_forte_i,i,m,scales,0.0,2
1577,i/m6_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1578,i/f1_scales_f_fast_forte_i,i,f,scales,1.0,2
1579,i/m8_scales_vibrato_i,i,m,scales,0.0,2
1580,i/f3_long_trillo_i,i,f,long,1.0,2
1581,i/m4_scales_vibrato_i,i,m,scales,0.0,2
1582,i/m1_scales_lip_trill_i,i,m,scales,0.0,2
1583,i/m2_scales_c_slow_forte_i,i,m,scales,0.0,2
1584,i/m1_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1585,i/f6_long_trillo_i,i,f,long,1.0,2
1586,i/f3_long_forte_i,i,f,long,1.0,2
1587,i/f4_arpeggios_lip_trill_i,i,f,arpeggios,1.0,2
1588,i/m9_long_straight_i,i,m,long,0.0,2
1590,i/m6_scales_f_slow_forte_i,i,m,scales,0.0,2
1591,i/m2_scales_f_fast_forte_i,i,m,scales,0.0,2
1592,i/m8_arpeggios_c_slow_piano_i,i,m,arpeggios,0.0,2
1593,i/m2_long_inhaled_i,i,m,long,0.0,2
1594,i/m2_arpeggios_f_fast_forte_i,i,m,arpeggios,0.0,2
1595,i/f6_long_straight_i,i,f,long,1.0,2
1596,i/m1_long_inhaled_i,i,m,long,0.0,2
1597,i/f6_arpeggios_f_slow_forte_i,i,f,arpeggios,1.0,2
1598,i/f6_arpeggios_breathy_i,i,f,arpeggios,1.0,2
1599,i/f5_scales_c_fast_piano_i,i,f,scales,1.0,2
1600,i/f2_scales_belt_i,i,f,scales,1.0,2
1601,i/f6_arpeggios_straight_i,i,f,arpeggios,1.0,2
1602,i/f6_scales_vocal_fry_i,i,f,scales,1.0,2
1603,i/f9_scales_c_fast_piano_i,i,f,scales,1.0,2
1604,i/m9_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1605,i/m4_arpeggios_lip_trill_i,i,m,arpeggios,0.0,2
1606,i/m8_scales_straight_i,i,m,scales,0.0,2
1607,i/f1_scales_f_fast_piano_i,i,f,scales,1.0,2
1608,i/f6_scales_c_fast_forte_i,i,f,scales,1.0,2
1609,i/m10_arpeggios_f_slow_forte_i,i,m,arpeggios,0.0,2
1610,i/m1_scales_c_slow_forte_i,i,m,scales,0.0,2
1611,i/f5_scales_c_fast_forte_i,i,f,scales,1.0,2
1612,i/m6_long_straight_i,i,m,long,0.0,2
1613,i/m6_scales_f_fast_piano_i,i,m,scales,0.0,2
1614,i/m7_long_straight_i,i,m,long,0.0,2
1615,i/m8_scales_f_fast_forte_i,i,m,scales,0.0,2
1616,i/f5_long_messa_i,i,f,long,1.0,2
1617,i/m4_scales_lip_trill_i,i,m,scales,0.0,2
1618,i/m1_scales_f_fast_piano_i,i,m,scales,0.0,2
1619,i/f8_scales_f_fast_piano_i,i,f,scales,1.0,2
1620,i/f7_scales_f_slow_forte_i,i,f,scales,1.0,2
1621,i/m3_arpeggios_c_slow_piano_i,i,m,arpeggios,0.0,2
1622,i/m8_arpeggios_c_fast_forte_i,i,m,arpeggios,0.0,2
1623,i/f8_scales_belt_i,i,f,scales,1.0,2
1624,i/m7_scales_f_fast_piano_i,i,m,scales,0.0,2
1625,i/m7_scales_lip_trill_i,i,m,scales,0.0,2
1626,i/m2_scales_belt_i,i,m,scales,0.0,2
1627,i/f9_scales_vibrato_i,i,f,scales,1.0,2
1628,i/m4_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1629,i/f4_arpeggios_c_fast_piano_i,i,f,arpeggios,1.0,2
1630,i/m1_arpeggios_straight_i,i,m,arpeggios,0.0,2
1631,i/m2_arpeggios_lip_trill_i,i,m,arpeggios,0.0,2
1632,i/m11_arpeggios_c_slow_forte_i,i,m,arpeggios,0.0,2
1633,i/m2_scales_straight_i,i,m,scales,0.0,2
1634,i/f9_arpeggios_c_slow_forte_i,i,f,arpeggios,1.0,2
1635,i/m7_long_messa_i,i,m,long,0.0,2
1636,i/m6_arpeggios_lip_trill_i,i,m,arpeggios,0.0,2
1637,i/f1_arpeggios_lip_trill_i,i,f,arpeggios,1.0,2
1638,i/m7_long_forte_i,i,m,long,0.0,2
1639,i/f8_scales_c_slow_piano_i,i,f,scales,1.0,2
1640,i/m10_arpeggios_c_slow_forte_i,i,m,arpeggios,0.0,2
1641,i/f9_scales_c_slow_piano_i,i,f,scales,1.0,2
1642,i/m9_scales_c_slow_forte_i,i,m,scales,0.0,2
1643,i/m4_scales_belt_i,i,m,scales,0.0,2
1644,i/f3_arpeggios_lip_trill_i,i,f,arpeggios,1.0,2
1645,i/m7_arpeggios_c_slow_piano_i,i,m,arpeggios,0.0,2
1646,i/m3_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1647,i/f9_scales_straight_i,i,f,scales,1.0,2
1648,i/f4_arpeggios_vibrato_i,i,f,arpeggios,1.0,2
1649,i/f9_scales_breathy_i,i,f,scales,1.0,2
1650,i/m2_scales_f_slow_piano_i,i,m,scales,0.0,2
1651,i/m5_arpeggios_c_slow_forte_i,i,m,arpeggios,0.0,2
1652,i/f8_arpeggios_belt_i,i,f,arpeggios,1.0,2
1653,i/m3_scales_vocal_fry_i,i,m,scales,0.0,2
1654,i/f4_scales_belt_i,i,f,scales,1.0,2
1655,i/f9_long_trill_i,i,f,long,1.0,2
1656,i/m7_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1657,i/m3_arpeggios_c_fast_forte_i,i,m,arpeggios,0.0,2
1658,i/m2_long_messa_i,i,m,long,0.0,2
1659,i/f3_scales_f_fast_forte_i,i,f,scales,1.0,2
1660,i/m3_scales_belt_i,i,m,scales,0.0,2
1661,i/f3_arpeggios_f_slow_piano_i,i,f,arpeggios,1.0,2
1662,i/f8_arpeggios_lip_trill_i,i,f,arpeggios,1.0,2
1663,i/f5_scales_c_slow_piano_i,i,f,scales,1.0,2
1664,i/m2_arpeggios_vocal_fry_i,i,m,arpeggios,0.0,2
1665,i/m8_scales_breathy_i,i,m,scales,0.0,2
1666,i/m8_long_forte_i,i,m,long,0.0,2
1667,i/m11_arpeggios_c_fast_piano_i,i,m,arpeggios,0.0,2
1668,i/m1_scales_vibrato_i,i,m,scales,0.0,2
1669,i/f5_arpeggios_f_slow_piano_i,i,f,arpeggios,1.0,2
1670,i/m5_scales_vocal_fry_i,i,m,scales,0.0,2
1671,i/f4_long_trillo_i,i,f,long,1.0,2
1672,i/m10_arpeggios_straight_i,i,m,arpeggios,0.0,2
1673,i/f4_arpeggios_vocal_fry_i,i,f,arpeggios,1.0,2
1674,i/m7_long_trill_i,i,m,long,0.0,2
1675,i/m10_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1676,i/m6_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1677,i/m2_arpeggios_breathy_i,i,m,arpeggios,0.0,2
1678,i/f8_scales_c_slow_forte_i,i,f,scales,1.0,2
1679,i/m5_scales_f_slow_piano_i,i,m,scales,0.0,2
1680,i/m6_scales_f_slow_piano_i,i,m,scales,0.0,2
1681,i/m3_long_straight_i,i,m,long,0.0,2
1682,i/f7_scales_c_fast_forte_i,i,f,scales,1.0,2
